bangumiTitle	aliasJp	aliasSearch
明日的娜嘉		明日のナージャ,娜嘉寻亲记
神魂合体GODANNAR！！		神魂合体ゴーダンナー！！,神魂合体
铳墓	ガングレイヴ	铳墓,GUNGRAVE, ガングレイヴ,枪冢
百变之星	カレイドスター	カレイドスター,百变之星
星空清理者	プラネテス	プラネテス,ΠΛΑΝΗΤΕΣ,惑星奇航
爱的魔法	まぶらほ	爱的魔法,まぶらほ
圣枪修女	クロノクルセイド	圣枪修女,クロノクルセイド, CHRNO CRUSADE
夏娃的时间 剧场版	イヴの時間 劇場版	夏娃的时间,イヴの時間,Time of Eve
你所期望的永远		君が望む永遠,君望永远,愿此刻永恒,君望,Brain's Base
钟之音学院		グリーングリーン
变身侦探		
瓶装妖精		
萌娘商社		
天使怪盗		D・N・ANGEL
奇诺之旅	キノの旅 -the Beautiful World-	奇诺の旅,キノの旅,-the Beautiful World
最终流放	LAST EXILE	LAST EXILE,最后流亡
全金属狂潮	フルメタル・パニック!	Full Metal Panic!,フルメタルパニック!,全金属狂潮
全金属狂潮 校园篇	フルメタル・パニック? ふもっふ	フルメタル・パニック? ふもっふ,全金属狂潮 校园篇
全金属狂潮 The Second Raid	フルメタル・パニック! The Second Raid	Full Metal Panic!,フルメタルパニック!
青出于蓝	藍より青し	青出于蓝,藍より青し,未婚关系
青出于蓝～缘～	藍より青し～縁～	青出于蓝,藍より青し,未婚关系,藍より青し〜縁〜
返乡战士		帝皇战纪,OVERMAN キングゲイナー
寻找满月	満月をさがして	寻找满月,満月をさがして,星河满月
陆上防卫队		陸上防衛隊まおちゃん
鬼眼狂刀	サムライ ディーパー キョウ	鬼眼狂刀,サムライディーパーキョウ,Samurai Deeper Kyo
驭龙少年		ドラゴンドライブ
野狼前锋		ハングリーハー,野驁射手,WILD STRIKER,踢出我天地
魔女猎人罗宾	Witch Hunter ROBIN	WITCH HUNTER ROBIN,魔女猎人罗宾
最终兵器少女		最終兵器彼女
萩萩公主	プリンセスチュチュ	彩梦芭蕾,プリンセスチュチュ,PRINCESS TUTU,梦幻芭蕾
铁胆火车侠		
铁胆火车侠		電光超特急ヒカリアン
越狱兔 第1~5季		监狱兔,ウサビッチ,USAVICH
越狱兔 第0季		监狱兔,ウサビッチ,USAVICH
东京地下城	東京アンダーグラウンド	
.HACK SIGN		.HACK  时空
我们这一家 第一期		あたしンち
我们这一家 剧场版		あたしンち
东京猫猫	東京ミュウミュウ	東京ミュウミュウ,东京猫猫
天使的小生意气		天使な小生意気,鲁莽天使
阿倍野桥魔法☆商店街	アベノ橋魔法☆商店街	アベノ橋魔法☆商店街,阿倍野桥魔法☆商店街
水瓶新世纪		アクエリアンエイジ,水瓶战记
奇钢仙女楼兰		奇鋼仙女ロウラン
日常工作 第一季		REGULAR SHOW
日常工作 第二季		REGULAR SHOW
日常工作 第三季		REGULAR SHOW
日常工作 第四季		REGULAR SHOW
日常工作 第五季		REGULAR SHOW
日常工作 第六季		REGULAR SHOW
钢铁侦探J		ヒートガイジェイ
阿波特战记五九		猴王五九
钢琴恋曲		PIANO
天使特警 第一季		美女讨伐二人组,キディ・グレイド
天使特警 第二季		美女讨伐二人组,キディ・グレイド
人形电脑天使心	ちょびっツ	人形电脑,ちょびっツ,人形电脑天使心
欢乐课程		HAPPY★LESSON,欢乐教程
魔法咪路咪路		わがままフェアリーミルモでポン!,魔法小米路
拜托了☆老师	おねがい☆ティーチャー	おねがい☆ティーチャー,拜托了老师
推理之绊	スパイラル ～推理の絆～	推理の绊,スパイラル,螺旋~推理之绊
盗贼王Jing	王ドロボウJING	王ドロボウJING
闪灵二人组	GetBackers -奪還屋-	GETBACKERS奪還屋,闪灵二人组
灰羽联盟	灰羽連盟	灰羽联盟,灰羽連盟,Haibane Renmei
迷糊天使	ぴたテン	ぴたテン,迷糊天使,小夏钝帆
爆弹小新娘	りぜるまいん	爆弹小新娘,炸弹小新娘
圆盘皇女		円盤皇女ワるきゅーレ
炎之蜃气楼	炎の蜃気楼	炎の蜃気楼
翼神传说		ラーゼフォン,RAHXEPHON
真・女神转生 魔力宝贝		真・女神転生デビチル
真・女神转生 OVA		真・女神転生
白色猎人 第一季	ヴァイスクロイツ	白色猎人,ヴァイスクロイツ,Weiss Kreuz
白色猎人 第二季	ヴァイスクロイツ グリーエン	白色猎人,ヴァイスクロイツ,Weiss Kreuz,ヴァイスクロイツ グリーエン
DI GI CHARAT 第一季		超级偶像猫铃铛,铃铛猫娘,叮当小魔女,滴骰孖妹
DI GI CHARAT 超级铃铛猫Panyo Panyo(第二季）		ぱにょぱにょデ・ジ・キャラット
DI GI CHARAT DI GI CHARAT		超级偶像猫铃铛,铃铛猫娘,叮当小魔女,滴骰孖妹
战斗陀螺 第一季		爆転シュート ベイブレード
战斗陀螺 第二季		爆転シュート ベイブレード2002,陀螺战士 第二季
战斗陀螺 剧场版		爆転シュート ベイブレード
热带雨林的爆笑生活	ジャングルはいつもハレのちグゥ	爆笑热带雨林,ジャングルはいつもハレのちグゥ
热带雨林的爆笑生活 DELUXE	ジャングルはいつもハレのちグゥ デラックス	爆笑热带雨林,ジャングルはいつもハレのちグゥ,热带雨林的爆笑
热带雨林的爆笑生活 FINAL	ジャングルはいつもハレのちグゥ FINAL	爆笑热带雨林,ジャングルはいつもハレのちグゥ
天使的尾巴		天使のしっぽ
辣妹当家		超GALS!寿兰
七虹香电击大作战		ナジカ電撃作戦
X战记	X -エックス-	X,エックス,X战记
X战记 剧场版		X,エックス,X战记,X 剧场版
圣石小子		レイブ,RAVE
星之卡比		卡比,卡比之星,KIRBY,科比,星のカービィ
魔法少女猫		魔法少女猫たると
青春草莓蛋		あぃまぃみぃ!ストロベリー・エッグ,ストロベリー・エッグ,STRAWBERRY EGGS
超能奇兵		スクライド,分身战士
狂野禁区		Z.O.E DOLORES I,ゾーンオブエンダーズドロレス アイ
黑街二人组	NOIR	黑街二人组,NOIR
新白雪姬传说	新白雪姫伝説プリーティア	新白雪姫伝説プリーティア,新白雪姬传说
小小雪精灵		ちっちゃな雪使いシュガー
激斗战车		激闘!クラッシュギアTURBO
魔力女管家 第二季		まほろまてぃっく
魔力女管家 特别篇		まほろまてぃっく
天使领域	機動天使エンジェリックレイヤー	机动天使,機動天使エンジェリックレイヤー,天使领域
妹妹公主	シスター・プリンセス	シスタープリンセス,SISTER PRINCESS
妹妹公主 RePure	シスター・プリンセス RePure	シスター・プリンセス～リピュア～
漫画同人会 第一季		COMIC PARTY,こみっくパーティー,漫画派对
漫画同人会 OVA		COMIC PARTY,こみっくパーティー,漫画派对
漫画同人会 第二季		COMIC PARTY,こみっくパーティー,漫画派对
钢铁天使		鋼鉄天使くるみ,钢铁天使胡桃
钢铁天使2式		鋼鉄天使くるみ2式
足球小将 83版		
足球小将 平成版		キャプテン翼 平成版
巴比伦二世		バビル2世
巴比伦二世 2001版		バビル2世
袖珍女仆小梅		袖珍女仆,袖珍女侍小梅,袖珍女佣小梅
GEAR战士电童		GEAR戦士 電童
最游记	幻想魔伝 最遊記	SAIYUKI,基游记
最游记RELOAD		最遊記RELOAD
最游记 RELOAD GUNLOCK	最遊記RELOAD GUNLOCK	SAIYUKI,基游记
最游记外传		SAIYUKI,基游记
最游记RELOAD 埋葬篇	最遊記RELOAD -burial-	SAIYUKI,基游记
幻影死神		BOOGIEPOP PHANTOM
随风飘的月影兰		随风舞月影兰
梦幻妖子		妖しのセレス
我家也有外星人		NIEA_7
奇异的破晓		STRANGE DAWN
无敌王		无敌王TRIZENON
真女神转生 恶魔之子		真女神转生·恶魔之子
人造人间		人造人間キカイダー
万有引力	グラビテーション	万有引力,グラビテーション,Gravitation
X战警：进化		X战警：进化,Ｘ-ＭＥＮ：エボリューション
银河冒险战记 第一季		ヴァンドレッド
银河冒险战记 第二季		ヴァンドレッド
星界的战旗 星界的纹章		星界の戦旗
星界的战旗 TV版 星界的战旗I	星界の戦旗	星界の戦旗
星界的战旗TV版 星界的战旗II		星界の戦旗
星界的战旗 星界的战旗III		星界の戦旗
女神候补生	女神候補生	女神候补生
沉默的未知	アルジェントソーマ	沉默的未知,アルジェントソーマ
我为歌狂	我为歌狂	
最后的吸血鬼		
学校怪谈	学校の怪談	学校怪谈,学校の怪談
南方公园 第一季		SOUTHPARK
南方公园 第二季		SOUTHPARK
南方公园 第三季		SOUTHPARK
南方公园 第四季		SOUTHPARK
南方公园 第五季		SOUTHPARK
南方公园 第六季		SOUTHPARK
南方公园 第八季		SOUTHPARK
南方公园 第九季		SOUTHPARK
南方公园 第十季		SOUTHPARK
南方公园 第十二季		SOUTHPARK
南方公园 第十三季		SOUTHPARK
南方公园 第十四季		SOUTHPARK
南方公园 第十五季		SOUTHPARK
南方公园 第十六季		SOUTHPARK
南方公园 第十七季		SOUTHPARK
南方公园 第十八季		SOUTHPARK
恐怖宠物店	Petshop of Horrors	PETSHOP OF HORRORS,ペットショップ オブ ホラーズ
六翼天使之声		セラフィムコール,SERAPHIM CALL
傀儡师左近	人形草紙 あやつり左近	人形草紙あやつり左近,人形草纸,傀儡师左近
格斗小霸王		ジバクくん
虫孽	BLUE GENDER	BLUE GENDER,ブルージェンダー,虫孽
超级酷乐猫		霹雳酷乐猫,超级小黑咪
迷糊女战士		エクセルサーガ,EXCEL SAGA
此时此刻的我		今、そこにいる僕
地球防卫企业		地球防衛企業ダイガード,地球防御企业
无限的未知	無限のリヴァイアス	無限のリヴァイアス,无限的未知
封神演义 仙界传		封神演义,封神演義
机兽新世纪ZOIDS		ゾイド,ZOIDS,索斯机械兽
机兽新世纪ZOIDS		ゾイド,ZOIDS,索斯机械兽
A.D.特警		A.D.POLICE,アドバンスドポリス
魔装机神		魔装機神サイバスター
快感指令		KAIKANフレーズ,快感フレーズ
进化战记	ベターマン	ベターマン,BETTERMAN
平行世界物语		デュアル！ぱられルンルン物語
日本第一男人之魂		日本一の男の魂,日本第一的男人之魂
弹珠警察	Bビーダマン爆外伝V	BOM BOM弹珠人,弹珠人爆外传V,Bビーダマン爆外伝V,
微星小超人		小さな巨人ミクロマン
火魅子传		火魅子伝
THE BIG O		ＴＨＥビッグオー,魔神BIG O,魔神比古奥,魅影巨神
宇宙战舰山本洋子 TV版		それゆけ！宇宙戦艦ヤマモト・ヨーコ
宇宙战舰山本洋子 OVA		それゆけ！宇宙戦艦ヤマモト・ヨーコ
神风怪盗贞德	神風怪盗ジャンヌ	神風怪盗ジャンヌ,神风怪盗贞德
伊甸少年		エデンズ　ボゥイ
麻辣教师GTO	GTO	麻辣教师GTO,湘南纯爱组,湘南十四日,鬼冢英吉,G.T.O,ジーティーオー
如果在梦里遇见你		夢で逢えたら
钢铁新世纪		鉄コミュニケイション
快杰蒸汽侦探团		快傑蒸気探偵団
守护月天		まもって守護月天！
波波罗古洛伊斯物语		ポポロクロイス物語,POPOLOCROIS
饿沙罗鬼		ガサラキ
危险调查员		マスターキートン
影技		SHADOW SKILL～影技～,SHADOW SKILL
玲音	Serial Experiments Lain	シリアルエクスペリメンツ・レイン,SERIAL EXPERIMENTS LAIN
女棒甲子园		プリンセスナイン,如月女子高野球部,PRINCESS NINE
南海奇皇		ネオランガ,NEO RANGA
失落的宇宙		ロストユニバース,LOST UNIVERSE,失落宇宙
魔法阵都市 TV版		サイレントメビウス,SILENT MÖBIUS
秋叶原电脑组	アキハバラ電脳組	秋叶原电脑组
青涩宝贝		センチメンタルジャーニー,青涩之恋
婆娑罗		LEGEND OF BASARA,レジェンドオブバサラ
灵魂力量		ブレンパワード
梦幻拉拉	魔法のステージファンシーララ	魔法小美穗
星际牛仔	カウボーイビバップ	COWBOY BEBOP
弹珠人爆外传		Bビーダマン爆外伝,ボンバーマンビーダマン,炸弹人 弹珠人爆外传
万能文化猫娘 TV版		万猫
万能文化猫娘 OVA		万猫
星方武侠		星方武侠アウトロースター
魔术士奥芬 第一季		魔術士オーフェン
魔术士奥芬 第二季		魔術士オーフェン
魔卡少女樱		木之本樱,百变小樱,百变小樱魔术卡,初代萌王,カードキャプターさくら
四驱兄弟		四驱赛车,爆走兄弟レッツ＆ゴー!!
四驱兄弟WGP		四驱赛车,爆走兄弟レッツ＆ゴー!!
EAT-MAN		螺丝侠
少女革命	少女革命ウテナ	
甜心战士F	キューティーハニーF	キューティーハニーF
甜心战士		CUITE HONEY,キューティーハニー
灵异猎人		HAUNTEDじゃんくしょん
CLAMP学园侦探团	CLAMP学園探偵団	CLAMP大妈侦探团,CLAMP学园侦探团
晴天小猪		晴天
烈火之炎	烈火の炎	烈火の炎,烈火之炎
NEXT战记EHRGEIZ		ネクスト戦記EHRGEIZ
大运动会		バトルアスリーテス
杀人科 excess		BURN-UP,バーンナップ,BURN-UP EXCESS,BURN-UP SCRAMBLE
杀人科 W		BURN-UP,バーンナップ,BURN-UP EXCESS,BURN-UP SCRAMBLE
樱花大战 TV版	サクラ大戦TV	
樱花大战 OVA1 樱华绚烂	サクラ大戦 桜華絢爛	樱花大战,樱华绚烂,サクラ大戦 桜華絢爛
机动战舰大和抚子 TV版	機動戦艦ナデシコ	机动战舰抚子,机动战舰,机动战舰NADESICO,機動戦艦ナデシコ
奥运高手		ガンバリスト！駿
佐罗的传说		怪傑ゾロ,飞侠佐罗,怪杰佐罗
钢铁神兵		B'T-X
VS骑士弹珠汽水&40炎	VS騎士ラムネ＆40炎	VS騎士ラムネ＆40炎
乌龙派出所		こちら葛飾区亀有公園前派出所
天空之艾斯嘉科尼		圣天空战记,天空のエスカフローネ
勇者指令 TV版		勇者指令ダグオン
勇者指令 OVA		勇者指令ダグオン
浪客剑心	るろうに剣心 -明治剣客浪漫譚-	浪客剑心,るろうに剣心,明治剣客浪漫譚
YAT安心！宇宙旅行		星际漫游YAYAYA,YAT安心！宇宙旅行
玩偶游戏		こどものおもちゃ
海尔兄弟		
街头霸王2 V	ストリートファイターII V	街霸,STREET FIGHTER,ストリートファイター,街头霸王2 V
街头霸王 剧场版		街霸,STREET FIGHTER,ストリートファイター,街头霸王2 V
十二生肖守护神		十二戦支 爆烈エトレンジャー
宇宙小毛球		モジャ公
神秘的世界		神秘世界,神秘の世界エルハザード,神秘世界EL HAZARD
爆走猎人	爆れつハンター	爆れつハンター,爆走猎人
近所物语	ご近所物語	ご近所物語,芳邻物语,芳邻同盟会,近所物语
H2		好逑双物语
黄金勇者		黄金勇者ゴルドラン
鬼神童子ZENKI		鬼神童子
不思议游戏	ふしぎ遊戯	不可思议的游戏,梦幻游戏,魔幻游戏,ふしぎ遊戯
怪盗圣少女	怪盗セイント・テール	圣少女,怪盗セイントテール,怪盗圣少女
婚纱小天使		爱天使传说,愛天使伝説ウェディングピーチ
橘子酱男孩	ママレード・ボーイ	橘子酱男孩,ママレードボーイ
魔法骑士		魔法骑士レイアース
咕噜咕噜魔法阵		魔法陣グルグル,咕噜咕噜魔法阵 心跳传说,心跳传说
机动警察		
足球风云		蒼き伝説シュート！
疾风战士		疾風！アイアンリーガー
热血最强哥修罗		热血最强,熱血最強ゴウザウラー
勇者特急		勇者特急マイトガイン
无责任舰长		無責任艦長タイラー
九龙珠		剑勇传说
叮当猫		ポコニャン！
蜡笔小新		クレヨンしんちゃん,CRAYON SHIN-CHAN
幽游白书	幽☆遊☆白書	幽☆遊☆白書,幽游白书
俏皮小花仙		花の魔法使いマリーベル
勇者传说		伝説の勇者ダ・ガーン
元气爆发		元気爆発ガンバルガー
饿狼传说		バトルファイターズ餓狼伝説
哆啦A梦 剧场版		机器猫,ドラえもん,哆啦A梦 剧场版,哆啦A梦
动画秘密花园		アニメ ひみつの花園
青兰圆舞曲		おにいさまへ…
横山光辉三国志		横山光輝 三国志
狡猾飞天德		怪鸭历险记
天命神童		
高智能方程式		
御宅族的錄影帶		おたくのビデオ
盖塔机器人 TV版		ゲッターロボ
盖塔机器人 真盖塔		ゲッターロボ
盖塔机器人 新盖塔		ゲッターロボ
魔神英雄传		魔神英雄伝ワタル,神龙斗士
魔神英雄传		魔神英雄伝ワタル2
蓝宝石之谜 TV版		ふしぎの海のナディア,冒险少女娜汀亚,海底两万里,THE SECRET OF BLUE WATER,不可思议之海的娜汀亚
三眼神童 TV版	三つ目がとおる	三眼小子,三眼童子,三つ目がとおる
三眼神童OVA 恶魔岛的王子	悪魔島のプリンス 三つ目がとおる	三眼小子,三眼童子,三つ目がとおる,恶魔岛的王子 三眼神童
辛普森一家 第一季		THE SIMPSONS
辛普森一家 第三季		THE SIMPSONS
辛普森一家 第四季		THE SIMPSONS
辛普森一家 第五季		THE SIMPSONS
辛普森一家 第六季		THE SIMPSONS
辛普森一家 第七季		THE SIMPSONS
辛普森一家 第八季		THE SIMPSONS
辛普森一家 第九季		THE SIMPSONS
辛普森一家 第十季		THE SIMPSONS
辛普森一家 第十一季		THE SIMPSONS
辛普森一家 第十二季		THE SIMPSONS
辛普森一家 第十三季		THE SIMPSONS
辛普森一家 第十四季		THE SIMPSONS
辛普森一家 第十五季		THE SIMPSONS
辛普森一家 第十六季		THE SIMPSONS
辛普森一家 第十七季		THE SIMPSONS
辛普森一家 第十八季		THE SIMPSONS
辛普森一家 第十九季		THE SIMPSONS
辛普森一家 第二十一季		THE SIMPSONS
辛普森一家 第二十二季		THE SIMPSONS
辛普森一家 第二十三季		THE SIMPSONS
辛普森一家 第二十四季		THE SIMPSONS
辛普森一家 第二十五季		THE SIMPSONS
辛普森一家 第二十六季		THE SIMPSONS
五星物语	ファイブスター物語	五星物语,ファイブスター物語
猫怪麦克		
天空战记		天空戦記シュラト
柔道少女		YAWARA!
四驱小子	ダッシュ!四駆郎	四驱小子
乱马1/2 TV版	らんま1/2	らんま,RANMA,乱马
乱马1/2 OVA	らんま1/2	らんま,RANMA,乱马
光能使者		魔动王グランゾート,魔动王
魔神坛斗士		鎧伝サムライトルーパー
超音战士 TV版		超音戦士ボーグマン
铁拳小子		鉄拳チンミ
森林好小子	燃える! お兄さん	森林好小子,卡內奇
银河英雄传说 白银之谷		莱茵哈特,银英,銀河英雄伝説
银河英雄传说 叛乱者		莱茵哈特,银英,銀河英雄伝説
银河英雄传说 决斗者		莱茵哈特,银英,銀河英雄伝説
银河英雄传说 夺还者		莱茵哈特,银英,銀河英雄伝説
银河英雄传说 朝之梦、夜之歌		莱茵哈特,银英,銀河英雄伝説
银河英雄传说 污名		莱茵哈特,银英,銀河英雄伝説
银河英雄传说 螺旋迷宫		莱茵哈特,银英,銀河英雄伝説
妙手小厨师		ミスター味っ子
三个火枪手 TV版		アニメ三銃士
超能力魔美 TV版		エスパー魔美,超少女魔美,魔美一点灵
机甲战记威龙		機甲戦記ドラグナー
城市猎人 SP		シティーハンター
城市猎人 TV版		シティーハンター
王立宇宙军		
橙路 TV版		きまぐれオレンジ☆ロード
苍之流星SPT雷兹纳		苍之流星雷兹纳,蒼き流星SPTレイズナー,苍之流星
忍者战士飞影		忍者戦士飛影
搞怪拍档		银河女警花,ダーティペア,DIRTY PAIR
超兽机神断空我		超獣機神ダンクーガ
棒球英豪 TV版		邻家女孩,棒球小子,TOUCH,TATCHI,タッチ
棒球英豪 剧场版		邻家女孩,棒球小子,TOUCH,TATCHI,タッチ
超时空骑团		超時空騎団サザンクロス
小小外星人	とんがり帽子のメモル	とんがり帽子のメモル
机甲界		機甲界ガリアン
机甲创世记		機甲創世記モスピーダ
圣战士丹拜因		聖戦士ダンバイン
银河疾风		銀河疾風サスライガー
超时空世纪ORGUSS		超時空世紀オーガス
装甲骑兵VOTOMS		VOTOMS,装甲骑兵ボトムズ,装甲骑兵波多姆斯
银河漂流VIFAM		銀河漂流バイファム
太阳之牙		太陽の牙ダグラム
机甲舰队达莱卡XV		機甲艦隊ダイラガーXV
银河烈风		銀河烈風バクシンガー
心跳今夜		ときめきトゥナイト
重战机		重戦機エルガイム
六神合体		
福星小子 TV版		うる星やつら
福星小子 OVA		うる星やつら
尼尔斯骑鹅旅行记		ニルスのふしぎな旅
传说巨神伊迪安		伝説巨神イデオン
铁臂阿童木 80版		ASTRO BOY,鉄腕アトム
铁臂阿童木 03版		ASTRO BOY,鉄腕アトム
宇宙战舰大和号 第一季		宇宙战舰大和号2199,宇宙戦艦ヤマト
宇宙战舰大和号 第二季		宇宙戦艦ヤマト2
宇宙战舰大和号 第三季		宇宙战舰大和号2199,宇宙戦艦ヤマト
宇宙战舰大和号 2199		宇宙战舰大和号2199,宇宙戦艦ヤマト
宇宙战舰大和号 剧场版		宇宙战舰大和号2199,宇宙戦艦ヤマト
哆啦A梦 大山版		机器猫,ドラえもん
哆啦A梦 春之章		机器猫,ドラえもん
凡尔赛玫瑰		ベルサイユのばら
红发安妮		红头发安妮,红发少女安妮,绿山墙的安妮
宇宙魔神大剑豪		宇宙魔神ダイケンゴー
无敌钢人泰坦3		無敵鋼人ダイターン3
斗将戴莫斯 TV版		斗将大武士,闘将ダイモス
未来少年柯南		未来少年コナン
超人战队BARATTACK		超人戦隊バラタック
超合体魔术机器人 GINGUISER		超合体魔术机械,超合体魔術ロボ ギンガイザー
超电磁侠波鲁吉斯V		V型电磁侠,超電磁マシーン ボルテスV
合身战队机器人MECHANDER		合身战队麦康达机器人
鲁邦三世 第一季		ルパン三世,LUPIN THE THIRD,雷朋三世
鲁邦三世 第二季		山田康雄,小林清志,增山江威子,井上真树夫,纳谷悟朗
鲁邦三世 第三季		ルパン三世,LUPIN THE THIRD,雷朋三世
鲁邦三世 剧场版		ルパン三世,LUPIN THE THIRD,雷朋三世
无敌龙卷风		マグネロボ ガ・キーン
超电磁机器人恐・巴特拉V		超電磁ロボ コン・バトラーＶ,超电磁侠孔巴特拉V
钢铁杰克 TV版		鋼鉄ジーグ,钢铁吉克
钢铁杰克 剧场版		鋼鉄ジーグ,钢铁吉克
聪明的一休		一休さん
宇宙骑士铁甲人		宇宙骑士铁铠人,宇宙の騎士テッカマン
大魔神		グレートマジンガー,大魔神GREAT MAZINGER
阿尔卑斯山的少女	アルプスの少女ハイジ	アルプスの少女ハイジ,阿尔卑斯山的少女
ChargeMan研！		東方充電男,チャージマン研!,CHA研,东方充电男,CHARGEMAN研,チャージマン研！
铁甲飞天侠		アストロガンガー
恶魔人	デビルマン	恶魔人,デビルマン
恶魔人 OVA		恶魔人,デビルマン
明日之丈		あしたのジョー
海螺小姐		
鼹鼠的故事		
街头霸王 OVA		街霸,STREET FIGHTER,ストリートファイター,街头霸王2 V
福星小子 剧场版		うる星やつら
福星小子 完结篇		うる星やつら
失落的宇宙 黑历史		ロストユニバース,LOST UNIVERSE,失落宇宙
少女革命剧场版 思春期默示录	少女革命ウテナ アドゥレセンス黙示録	
三个火枪手 剧场版		アニメ三銃士
超能力魔美 剧场版		エスパー魔美,超少女魔美,魔美一点灵
城市猎人 剧场版		シティーハンター
不思议游戏 OVA1 后篇	オリジナルビデオシリーズ ふしぎ遊戯	不可思议的游戏,梦幻游戏,魔幻游戏,ふしぎ遊戯
不思议游戏 永光传	ふしぎ遊戯 永光伝	不可思议的游戏,梦幻游戏,魔幻游戏,ふしぎ遊戯
斗将戴莫斯 剧场版		斗将大武士,闘将ダイモス
魔法阵都市 剧场版		サイレントメビウス,SILENT MÖBIUS
乱马1/2 剧场版		らんま,RANMA,乱马
超音战士 OVA		超音戦士ボーグマン
超音战士 新世纪2058		超音戦士ボーグマン
橙路 OVA		きまぐれオレンジ☆ロード
橙路 剧场版		きまぐれオレンジ☆ロード
相聚一刻 剧场版		
机动战舰大和抚子 OVA	機動戦艦ナデシコ	机动战舰抚子,机动战舰,机动战舰NADESICO,機動戦艦ナデシコ
机动战舰大和抚子 剧场版	機動戦艦ナデシコ -The prince of darkness-	机动战舰抚子,机动战舰,机动战舰NADESICO,機動戦艦ナデシコ
中华小当家	中華一番！	中华小当家,中華一番！
葫芦兄弟		葫芦娃,葫芦小金刚
三毛流浪记		
阿凡提的故事		
邋遢大王奇遇记		小邋遢
黑猫警长		
舒克和贝塔		
葫芦小金刚		葫芦娃,葫芦小金刚
镜花缘		
魔方大厦		
自古英雄出少年		ZIGUYINGXIO
BRAVO东东		
封神榜传奇		
白鸽岛		
隋唐英雄传 动画版		
西游记 央视动画		
哪吒传奇		
最强武将传·三国演义		ZUIQIANGWUJI
小蝌蚪找妈妈		
没头脑和不高兴		
哪吒闹海		
天书奇谭		
宝莲灯		
新版大闹天宫		
九色鹿		
魔法少女小圆	魔法少女まどか☆マギカ	魔法少女まどか☆マギカ
灰体		THEGRAY
Punch Line	パンチライン	パンチライン,Punch Line,妙语
勇者大冒险		
狐妖小红娘		狐妖小红娘,狐狸精调教手册
星之声	ほしのこえ	星辰细语,ほしのこえ,THE VOICES OF A DISTANT STAR
云之彼端，约定的地方	雲のむこう、約束の場所	云之彼端,约定的场所,雲のむこう、約束の場所
言叶之庭	言の葉の庭	言语之庭,言叶之庭,言の葉の庭
小魔女学园		LITTLEWITCHACADEMIA,リトル ウィッチ アカデミア
哆啦A梦 大雄的恐龙		大雄的恐龙,のび太の恐竜,大雄的小恐龙
哆啦A梦 大雄的宇宙开拓史		大雄的宇宙开拓史,のびたの宇宙開拓史
哆啦A梦 大雄的大魔境		大雄的大魔境,のび太の大魔境
哆啦A梦 大雄的海底鬼岩城		大雄的海底鬼岩城,のび太の海底鬼岩城
哆啦A梦 大雄的宇宙小战争		大雄的宇宙小战争,のび太の宇宙小戦争
哆啦A梦 大雄与铁人兵团		大雄与铁人兵团,のび太と鉄人兵団
哆啦A梦 大雄与龙骑士		大雄与龙骑士,のび太と竜の騎士,大雄与龙之骑士
哆啦A梦 大雄的平行西游记		大雄的平行西游记,のび太のパラレル西遊記
哆啦A梦 大雄与日本诞生		大雄与日本诞生,のび太の日本誕生
哆啦A梦 大雄与动物行星		大雄与动物行星,のび太とアニマル惑星,大雄与惑星之谜,惑星之谜
哆啦A梦 大雄的天方夜谭		大雄的天方夜谭,のび太のドラビアンナイト
哆啦A梦 大雄与云之王国		大雄与云之王国,のび太と雲の王国,大雄的云之国
哆啦A梦 大雄和白金迷宫		大雄和白金迷宫,のび太とブリキの迷宮
哆啦A梦 大雄与梦幻三剑士		大雄与梦幻三剑士,のび太と夢幻三剣士
哆啦A梦 大雄的创世日记		大雄的创世日记,のび太の創世日記
哆啦A梦 大雄与银河超特急		大雄与银河超特急,のび太と銀河超特急,大雄和银河超特快列车
哆啦A梦 大雄的南海大冒险		大雄的南海大冒险,のび太の南海大冒険
哆啦A梦 大雄的太阳王传说		大雄的太阳王传说,のび太の太陽王伝説
哆啦A梦 大雄与风之使者		大雄与风之使者,のび太とふしぎ風使い,大雄与不可思议的风使者
哆啦A梦 大雄的猫狗时空传		大雄的猫狗时空传,のび太のワンニャン時空伝
幸腹涂鸦	幸腹グラフィティ	幸腹グラフィティ
Chaos Dragon 赤龙战役	ケイオスドラゴン 赤竜戦役	混沌之龙,赤龙战役,Chaos Dragon 赤龙战役
Charlotte	シャーロット	夏洛特,シャーロット
魔法少女☆伊莉雅	Fate/kaleid liner プリズマ☆イリヤ	FATE/KALEID LINER,魔法少女伊莉雅,魔法少女伊利亚,fate
魔法少女☆伊莉雅 2WEI!	Fate/kaleid liner プリズマ☆イリヤ ツヴァイ!	プリズマ☆イリヤ 2WEI！(第2期),魔法少女☆伊莉雅 2WEI,魔法少女☆伊莉雅 第二季
魔法少女☆伊莉雅 2WEI HERZ!	Fate/kaleid liner プリズマ☆イリヤ ツヴァイヘルツ!	魔法少女☆伊莉雅第三期,魔法少女☆伊莉雅 2wei Herz!
OVERLORD	オーバーロード	オーバーロード,OVER LORD,不死者之王
百万偶像	ミリオンドール	Million Doll,百万偶像,ミリオンドール
赤发白雪姬 第一季	赤髪の白雪姫	赤发白雪姬,赤髪の白雪姫,红发的白雪公主
创圣的大天使LOGOS	アクエリオンロゴス	アクエリオンロゴス
